Date,Open,High,Low,Close,Adj_Close,Volume
2020-12-11,12336790039,12383500000,12246769531,12377870117,12377870117,4268140000
2020-12-14,12447440430,12543000000,12432709961,12440040039,12440040039,4458140000
2020-12-15,12543259766,12596129883,12465419922,12595059570,12595059570,4377950000
2020-12-16,12611040039,12687320313,12566379883,12658190430,12658190430,4561600000
2020-12-17,12730780273,12765250000,12696349609,12764750000,12764750000,4994090000
2020-12-18,12804929688,12809599609,12654599609,12755639648,12755639648,7088670000
2020-12-21,12596139648,12751269531,12525219727,12742519531,12742519531,5156470000
2020-12-22,12785219727,12840570313,12695309570,12807919922,12807919922,5700760000
2020-12-23,12834940430,12841919922,12758669922,12771110352,12771110352,7028650000
2020-12-24,12791540039,12833549805,12767639648,12804730469,12804730469,3305950000
2020-12-28,12914639648,12930889648,12827450195,12899419922,12899419922,5076340000
2020-12-29,12965389648,12973330078,12821959961,12850219727,12850219727,4680780000
